,Unnamed: 0,season,task_episode,task_description,task_contestant,task_score
1099,34,Series 2,Episode 2: Pork is a sausage. (28 June 2016),Eat an egg the fastest.,Richard Osman,5
1100,35,Series 2,Episode 2: Pork is a sausage. (28 June 2016),Create a video for a nursery rhyme.,Doc Brown,5
1101,36,Series 2,Episode 2: Pork is a sausage. (28 June 2016),Create a video for a nursery rhyme.,Joe Wilkinson,2
1102,37,Series 2,Episode 2: Pork is a sausage. (28 June 2016),Create a video for a nursery rhyme.,Jon Richardson,5
1103,38,Series 2,Episode 2: Pork is a sausage. (28 June 2016),Create a video for a nursery rhyme.,Katherine Ryan,4
1104,39,Series 2,Episode 2: Pork is a sausage. (28 June 2016),Create a video for a nursery rhyme.,Richard Osman,3
1105,40,Series 2,Episode 2: Pork is a sausage. (28 June 2016),"Using this camera, take a picture of an inanimate object that looks like you.",Doc Brown,1
1106,41,Series 2,Episode 2: Pork is a sausage. (28 June 2016),"Using this camera, take a picture of an inanimate object that looks like you.",Joe Wilkinson,2
1107,42,Series 2,Episode 2: Pork is a sausage. (28 June 2016),"Using this camera, take a picture of an inanimate object that looks like you.",Jon Richardson,4
1108,43,Series 2,Episode 2: Pork is a sausage. (28 June 2016),"Using this camera, take a picture of an inanimate object that looks like you.",Katherine Ryan,3
1109,44,Series 2,Episode 2: Pork is a sausage. (28 June 2016),"Using this camera, take a picture of an inanimate object that looks like you.",Richard Osman,5
1110,45,Series 2,Episode 2: Pork is a sausage. (28 June 2016),Order a pizza without using specific words.,Doc Brown,2
1111,46,Series 2,Episode 2: Pork is a sausage. (28 June 2016),Order a pizza without using specific words.,Joe Wilkinson,4
1112,47,Series 2,Episode 2: Pork is a sausage. (28 June 2016),Order a pizza without using specific words.,Jon Richardson,5
1113,48,Series 2,Episode 2: Pork is a sausage. (28 June 2016),Order a pizza without using specific words.,Katherine Ryan,3
1114,49,Series 2,Episode 2: Pork is a sausage. (28 June 2016),Order a pizza without using specific words.,Richard Osman,1
1115,50,Series 2,Episode 2: Pork is a sausage. (28 June 2016),"Live: Using these big chopsticks, get these potatoes into your basket.",Doc Brown,0
1116,51,Series 2,Episode 2: Pork is a sausage. (28 June 2016),"Live: Using these big chopsticks, get these potatoes into your basket.",Joe Wilkinson,0
1117,52,Series 2,Episode 2: Pork is a sausage. (28 June 2016),"Live: Using these big chopsticks, get these potatoes into your basket.",Jon Richardson,5
1118,53,Series 2,Episode 2: Pork is a sausage. (28 June 2016),"Live: Using these big chopsticks, get these potatoes into your basket.",Katherine Ryan,4
1119,54,Series 2,Episode 2: Pork is a sausage. (28 June 2016),"Live: Using these big chopsticks, get these potatoes into your basket.",Richard Osman,0
1120,55,Series 2,Episode 3: A pistachio eclair. (5 July 2016),Prize: Best dinner party guest.,Doc Brown,3
1121,56,Series 2,Episode 3: A pistachio eclair. (5 July 2016),Prize: Best dinner party guest.,Joe Wilkinson,5
1122,57,Series 2,Episode 3: A pistachio eclair. (5 July 2016),Prize: Best dinner party guest.,Jon Richardson,1
1123,58,Series 2,Episode 3: A pistachio eclair. (5 July 2016),Prize: Best dinner party guest.,Katherine Ryan,4
1124,59,Series 2,Episode 3: A pistachio eclair. (5 July 2016),Prize: Best dinner party guest.,Richard Osman,2
1125,60,Series 2,Episode 3: A pistachio eclair. (5 July 2016),Impress the mayor of Chesham.,Doc Brown,2
1126,61,Series 2,Episode 3: A pistachio eclair. (5 July 2016),Impress the mayor of Chesham.,Joe Wilkinson,3
1127,62,Series 2,Episode 3: A pistachio eclair. (5 July 2016),Impress the mayor of Chesham.,Jon Richardson,1
1128,63,Series 2,Episode 3: A pistachio eclair. (5 July 2016),Impress the mayor of Chesham.,Katherine Ryan,5
1129,64,Series 2,Episode 3: A pistachio eclair. (5 July 2016),Impress the mayor of Chesham.,Richard Osman,4
1130,65,Series 2,Episode 3: A pistachio eclair. (5 July 2016),Make an unexpected silhouette.,Doc Brown,1
1131,66,Series 2,Episode 3: A pistachio eclair. (5 July 2016),Make an unexpected silhouette.,Joe Wilkinson,3
1132,67,Series 2,Episode 3: A pistachio eclair. (5 July 2016),Make an unexpected silhouette.,Jon Richardson,5
1133,68,Series 2,Episode 3: A pistachio eclair. (5 July 2016),Make an unexpected silhouette.,Katherine Ryan,2
1134,69,Series 2,Episode 3: A pistachio eclair. (5 July 2016),Make an unexpected silhouette.,Richard Osman,4
1135,70,Series 2,Episode 3: A pistachio eclair. (5 July 2016),Buy a gift for the Taskmaster with £20.,Doc Brown,3
1136,71,Series 2,Episode 3: A pistachio eclair. (5 July 2016),Buy a gift for the Taskmaster with £20.,Joe Wilkinson,2
1137,72,Series 2,Episode 3: A pistachio eclair. (5 July 2016),Buy a gift for the Taskmaster with £20.,Jon Richardson,1
1138,73,Series 2,Episode 3: A pistachio eclair. (5 July 2016),Buy a gift for the Taskmaster with £20.,Katherine Ryan,4
1139,74,Series 2,Episode 3: A pistachio eclair. (5 July 2016),Buy a gift for the Taskmaster with £20.,Richard Osman,5
1140,75,Series 2,Episode 3: A pistachio eclair. (5 July 2016),"Team: Retrieve a potato between various teammates who between them cannot see, hear or speak.",Doc Brown,0
1141,76,Series 2,Episode 3: A pistachio eclair. (5 July 2016),"Team: Retrieve a potato between various teammates who between them cannot see, hear or speak.",Joe Wilkinson,0
1142,77,Series 2,Episode 3: A pistachio eclair. (5 July 2016),"Team: Retrieve a potato between various teammates who between them cannot see, hear or speak.",Jon Richardson,5
1143,78,Series 2,Episode 3: A pistachio eclair. (5 July 2016),"Team: Retrieve a potato between various teammates who between them cannot see, hear or speak.",Katherine Ryan,0
1144,79,Series 2,Episode 3: A pistachio eclair. (5 July 2016),"Team: Retrieve a potato between various teammates who between them cannot see, hear or speak.",Richard Osman,5
1145,80,Series 2,Episode 3: A pistachio eclair. (5 July 2016),Live: Throw the rabbits into your hat.,Doc Brown,12
1146,81,Series 2,Episode 3: A pistachio eclair. (5 July 2016),Live: Throw the rabbits into your hat.,Joe Wilkinson,12
1147,82,Series 2,Episode 3: A pistachio eclair. (5 July 2016),Live: Throw the rabbits into your hat.,Jon Richardson,4
1148,83,Series 2,Episode 3: A pistachio eclair. (5 July 2016),Live: Throw the rabbits into your hat.,Katherine Ryan,15
1149,84,Series 2,Episode 3: A pistachio eclair. (5 July 2016),Live: Throw the rabbits into your hat.,Richard Osman,7
1150,85,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Prize: Coolest blue item.,Doc Brown,3
1151,86,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Prize: Coolest blue item.,Joe Wilkinson,4
1152,87,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Prize: Coolest blue item.,Jon Richardson,5
1153,88,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Prize: Coolest blue item.,Katherine Ryan,2
1154,89,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Prize: Coolest blue item.,Richard Osman,1
1155,90,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Rescue the cat.,Doc Brown,4
1156,91,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Rescue the cat.,Joe Wilkinson,3
1157,92,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Rescue the cat.,Jon Richardson,2
1158,93,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Rescue the cat.,Katherine Ryan,5
1159,94,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Rescue the cat.,Richard Osman,0
1160,95,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Conceal this pineapple on your person.,Doc Brown,2
1161,96,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Conceal this pineapple on your person.,Joe Wilkinson,1
1162,97,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Conceal this pineapple on your person.,Jon Richardson,5
1163,98,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Conceal this pineapple on your person.,Katherine Ryan,4
1164,99,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Conceal this pineapple on your person.,Richard Osman,3
1165,100,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),"Set a fun task, to be completed by Jon; who wins points for correctly identifying which comedian set which task.",Doc Brown,0
1166,101,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),"Set a fun task, to be completed by Jon; who wins points for correctly identifying which comedian set which task.",Joe Wilkinson,0
1167,102,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),"Set a fun task, to be completed by Jon; who wins points for correctly identifying which comedian set which task.",Jon Richardson,4
1168,103,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),"Set a fun task, to be completed by Jon; who wins points for correctly identifying which comedian set which task.",Katherine Ryan,0
1169,104,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),"Set a fun task, to be completed by Jon; who wins points for correctly identifying which comedian set which task.",Richard Osman,0
1170,105,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Team: Construct something for the Taskmaster using flat pack furniture.,Doc Brown,4
1171,106,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Team: Construct something for the Taskmaster using flat pack furniture.,Joe Wilkinson,4
1172,107,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Team: Construct something for the Taskmaster using flat pack furniture.,Jon Richardson,1
1173,108,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Team: Construct something for the Taskmaster using flat pack furniture.,Katherine Ryan,4
1174,109,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Team: Construct something for the Taskmaster using flat pack furniture.,Richard Osman,1
1175,110,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Live: Create the highest freestanding tower using potato-based products.,Doc Brown,5
1176,111,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Live: Create the highest freestanding tower using potato-based products.,Joe Wilkinson,0
1177,112,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Live: Create the highest freestanding tower using potato-based products.,Jon Richardson,0
1178,113,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Live: Create the highest freestanding tower using potato-based products.,Katherine Ryan,0
1179,114,Series 2,Episode 4: Welcome to Rico Face. (12 July 2016),Live: Create the highest freestanding tower using potato-based products.,Richard Osman,0
1180,115,Series 2,Episode 5: There's strength in arches. (19 July 2016),Prize: Best piece of memorabilia.,Doc Brown,2
1181,116,Series 2,Episode 5: There's strength in arches. (19 July 2016),Prize: Best piece of memorabilia.,Joe Wilkinson,1
1182,117,Series 2,Episode 5: There's strength in arches. (19 July 2016),Prize: Best piece of memorabilia.,Jon Richardson,3
1183,118,Series 2,Episode 5: There's strength in arches. (19 July 2016),Prize: Best piece of memorabilia.,Katherine Ryan,4
1184,119,Series 2,Episode 5: There's strength in arches. (19 July 2016),Prize: Best piece of memorabilia.,Richard Osman,5
1185,120,Series 2,Episode 5: There's strength in arches. (19 July 2016),Get all the shopping into a shopping trolley on the other side of a stream.,Doc Brown,0
1186,121,Series 2,Episode 5: There's strength in arches. (19 July 2016),Get all the shopping into a shopping trolley on the other side of a stream.,Joe Wilkinson,5
1187,122,Series 2,Episode 5: There's strength in arches. (19 July 2016),Get all the shopping into a shopping trolley on the other side of a stream.,Jon Richardson,0
1188,123,Series 2,Episode 5: There's strength in arches. (19 July 2016),Get all the shopping into a shopping trolley on the other side of a stream.,Katherine Ryan,3
1189,124,Series 2,Episode 5: There's strength in arches. (19 July 2016),Get all the shopping into a shopping trolley on the other side of a stream.,Richard Osman,4
1190,125,Series 2,Episode 5: There's strength in arches. (19 July 2016),Team: Make the best stop-motion film starring this potato.,Doc Brown,2
1191,126,Series 2,Episode 5: There's strength in arches. (19 July 2016),Team: Make the best stop-motion film starring this potato.,Joe Wilkinson,2
1192,127,Series 2,Episode 5: There's strength in arches. (19 July 2016),Team: Make the best stop-motion film starring this potato.,Jon Richardson,3
1193,128,Series 2,Episode 5: There's strength in arches. (19 July 2016),Team: Make the best stop-motion film starring this potato.,Katherine Ryan,2
1194,129,Series 2,Episode 5: There's strength in arches. (19 July 2016),Team: Make the best stop-motion film starring this potato.,Richard Osman,3
1195,130,Series 2,Episode 5: There's strength in arches. (19 July 2016),"Build the highest freestanding bridge to support a potato over the river, using only the items on the table.",Doc Brown,4
1196,131,Series 2,Episode 5: There's strength in arches. (19 July 2016),"Build the highest freestanding bridge to support a potato over the river, using only the items on the table.",Joe Wilkinson,3
1197,132,Series 2,Episode 5: There's strength in arches. (19 July 2016),"Build the highest freestanding bridge to support a potato over the river, using only the items on the table.",Jon Richardson,5
1198,133,Series 2,Episode 5: There's strength in arches. (19 July 2016),"Build the highest freestanding bridge to support a potato over the river, using only the items on the table.",Katherine Ryan,1
1199,134,Series 2,Episode 5: There's strength in arches. (19 July 2016),"Build the highest freestanding bridge to support a potato over the river, using only the items on the table.",Richard Osman,2
1200,135,Series 2,Episode 5: There's strength in arches. (19 July 2016),"Live: Put on food handling gloves, eat a banana correctly, put on a tie and clap as many times as possible.",Doc Brown,4
1201,136,Series 2,Episode 5: There's strength in arches. (19 July 2016),"Live: Put on food handling gloves, eat a banana correctly, put on a tie and clap as many times as possible.",Joe Wilkinson,0
1202,137,Series 2,Episode 5: There's strength in arches. (19 July 2016),"Live: Put on food handling gloves, eat a banana correctly, put on a tie and clap as many times as possible.",Jon Richardson,2
1203,138,Series 2,Episode 5: There's strength in arches. (19 July 2016),"Live: Put on food handling gloves, eat a banana correctly, put on a tie and clap as many times as possible.",Katherine Ryan,3
1204,139,Series 2,Episode 5: There's strength in arches. (19 July 2016),"Live: Put on food handling gloves, eat a banana correctly, put on a tie and clap as many times as possible.",Richard Osman,5
1205,0,Series 3,Episode 1: A pea in a haystack. (4 October 2016),Prize: Most flamboyant clock.,Al Murray,4
1206,1,Series 3,Episode 1: A pea in a haystack. (4 October 2016),Prize: Most flamboyant clock.,Dave Gorman,3
1207,2,Series 3,Episode 1: A pea in a haystack. (4 October 2016),Prize: Most flamboyant clock.,Paul Chowdhry,1
1208,3,Series 3,Episode 1: A pea in a haystack. (4 October 2016),Prize: Most flamboyant clock.,Rob Beckett,2
1209,4,Series 3,Episode 1: A pea in a haystack. (4 October 2016),Prize: Most flamboyant clock.,Sara Pascoe,5
1210,5,Series 3,Episode 1: A pea in a haystack. (4 October 2016),Get to a microwave in as few steps as possible.,Al Murray,4
1211,6,Series 3,Episode 1: A pea in a haystack. (4 October 2016),Get to a microwave in as few steps as possible.,Dave Gorman,2
1212,7,Series 3,Episode 1: A pea in a haystack. (4 October 2016),Get to a microwave in as few steps as possible.,Paul Chowdhry,0
1213,8,Series 3,Episode 1: A pea in a haystack. (4 October 2016),Get to a microwave in as few steps as possible.,Rob Beckett,5
1214,9,Series 3,Episode 1: A pea in a haystack. (4 October 2016),Get to a microwave in as few steps as possible.,Sara Pascoe,3
1215,10,Series 3,Episode 1: A pea in a haystack. (4 October 2016),Propel this pea the furthest distance and land on a red carpet.,Al Murray,5
1216,11,Series 3,Episode 1: A pea in a haystack. (4 October 2016),Propel this pea the furthest distance and land on a red carpet.,Dave Gorman,0
1217,12,Series 3,Episode 1: A pea in a haystack. (4 October 2016),Propel this pea the furthest distance and land on a red carpet.,Paul Chowdhry,2
1218,13,Series 3,Episode 1: A pea in a haystack. (4 October 2016),Propel this pea the furthest distance and land on a red carpet.,Rob Beckett,4
1219,14,Series 3,Episode 1: A pea in a haystack. (4 October 2016),Propel this pea the furthest distance and land on a red carpet.,Sara Pascoe,3
1220,15,Series 3,Episode 1: A pea in a haystack. (4 October 2016),Make the best snowman.,Al Murray,3
1221,16,Series 3,Episode 1: A pea in a haystack. (4 October 2016),Make the best snowman.,Dave Gorman,5
1222,17,Series 3,Episode 1: A pea in a haystack. (4 October 2016),Make the best snowman.,Paul Chowdhry,1
1223,18,Series 3,Episode 1: A pea in a haystack. (4 October 2016),Make the best snowman.,Rob Beckett,2
1224,19,Series 3,Episode 1: A pea in a haystack. (4 October 2016),Make the best snowman.,Sara Pascoe,4
1225,20,Series 3,Episode 1: A pea in a haystack. (4 October 2016),Live: Balance as many swedes on a Swede as possible.,Al Murray,5
1226,21,Series 3,Episode 1: A pea in a haystack. (4 October 2016),Live: Balance as many swedes on a Swede as possible.,Dave Gorman,3
1227,22,Series 3,Episode 1: A pea in a haystack. (4 October 2016),Live: Balance as many swedes on a Swede as possible.,Paul Chowdhry,4
1228,23,Series 3,Episode 1: A pea in a haystack. (4 October 2016),Live: Balance as many swedes on a Swede as possible.,Rob Beckett,2
1229,24,Series 3,Episode 1: A pea in a haystack. (4 October 2016),Live: Balance as many swedes on a Swede as possible.,Sara Pascoe,1
1230,25,Series 3,Episode 2: The dong and the gong. (11 October 2016),Prize: Heaviest item that can fit in a shoebox.,Al Murray,3
1231,26,Series 3,Episode 2: The dong and the gong. (11 October 2016),Prize: Heaviest item that can fit in a shoebox.,Dave Gorman,5
1232,27,Series 3,Episode 2: The dong and the gong. (11 October 2016),Prize: Heaviest item that can fit in a shoebox.,Paul Chowdhry,2
1233,28,Series 3,Episode 2: The dong and the gong. (11 October 2016),Prize: Heaviest item that can fit in a shoebox.,Rob Beckett,4
1234,29,Series 3,Episode 2: The dong and the gong. (11 October 2016),Prize: Heaviest item that can fit in a shoebox.,Sara Pascoe,1
1235,30,Series 3,Episode 2: The dong and the gong. (11 October 2016),Surprise Alex when he emerges from the shed after an hour.,Al Murray,4
1236,31,Series 3,Episode 2: The dong and the gong. (11 October 2016),Surprise Alex when he emerges from the shed after an hour.,Dave Gorman,3
1237,32,Series 3,Episode 2: The dong and the gong. (11 October 2016),Surprise Alex when he emerges from the shed after an hour.,Paul Chowdhry,1
1238,33,Series 3,Episode 2: The dong and the gong. (11 October 2016),Surprise Alex when he emerges from the shed after an hour.,Rob Beckett,5
1239,34,Series 3,Episode 2: The dong and the gong. (11 October 2016),Surprise Alex when he emerges from the shed after an hour.,Sara Pascoe,2
1240,35,Series 3,Episode 2: The dong and the gong. (11 October 2016),Team Puzzle: Release Alex.,Al Murray,0
1241,36,Series 3,Episode 2: The dong and the gong. (11 October 2016),Team Puzzle: Release Alex.,Dave Gorman,0
1242,37,Series 3,Episode 2: The dong and the gong. (11 October 2016),Team Puzzle: Release Alex.,Paul Chowdhry,0
1243,38,Series 3,Episode 2: The dong and the gong. (11 October 2016),Team Puzzle: Release Alex.,Rob Beckett,5
1244,39,Series 3,Episode 2: The dong and the gong. (11 October 2016),Team Puzzle: Release Alex.,Sara Pascoe,5
1245,40,Series 3,Episode 2: The dong and the gong. (11 October 2016),Create the best upside-down self portrait  using condiments.,Al Murray,5
1246,41,Series 3,Episode 2: The dong and the gong. (11 October 2016),Create the best upside-down self portrait  using condiments.,Dave Gorman,3
1247,42,Series 3,Episode 2: The dong and the gong. (11 October 2016),Create the best upside-down self portrait  using condiments.,Paul Chowdhry,2
1248,43,Series 3,Episode 2: The dong and the gong. (11 October 2016),Create the best upside-down self portrait  using condiments.,Rob Beckett,2
1249,44,Series 3,Episode 2: The dong and the gong. (11 October 2016),Create the best upside-down self portrait  using condiments.,Sara Pascoe,4
1250,45,Series 3,Episode 2: The dong and the gong. (11 October 2016),Pop the balloons as quickly as possible.,Al Murray,1
1251,46,Series 3,Episode 2: The dong and the gong. (11 October 2016),Pop the balloons as quickly as possible.,Dave Gorman,3
1252,47,Series 3,Episode 2: The dong and the gong. (11 October 2016),Pop the balloons as quickly as possible.,Paul Chowdhry,4
1253,48,Series 3,Episode 2: The dong and the gong. (11 October 2016),Pop the balloons as quickly as possible.,Rob Beckett,5
1254,49,Series 3,Episode 2: The dong and the gong. (11 October 2016),Pop the balloons as quickly as possible.,Sara Pascoe,2
1255,50,Series 3,Episode 2: The dong and the gong. (11 October 2016),Live: Unravel a whole roll of sticky tape and place in a lunchbox.,Al Murray,5
1256,51,Series 3,Episode 2: The dong and the gong. (11 October 2016),Live: Unravel a whole roll of sticky tape and place in a lunchbox.,Dave Gorman,3
1257,52,Series 3,Episode 2: The dong and the gong. (11 October 2016),Live: Unravel a whole roll of sticky tape and place in a lunchbox.,Paul Chowdhry,4
1258,53,Series 3,Episode 2: The dong and the gong. (11 October 2016),Live: Unravel a whole roll of sticky tape and place in a lunchbox.,Rob Beckett,0
1259,54,Series 3,Episode 2: The dong and the gong. (11 October 2016),Live: Unravel a whole roll of sticky tape and place in a lunchbox.,Sara Pascoe,2
1260,55,Series 3,Episode 3: Little polythene grief cave. (18 October 2016),Prize: Best battery-operated item.,Al Murray,2
1261,56,Series 3,Episode 3: Little polythene grief cave. (18 October 2016),Prize: Best battery-operated item.,Dave Gorman,1
1262,57,Series 3,Episode 3: Little polythene grief cave. (18 October 2016),Prize: Best battery-operated item.,Paul Chowdhry,4
1263,58,Series 3,Episode 3: Little polythene grief cave. (18 October 2016),Prize: Best battery-operated item.,Rob Beckett,5
1264,59,Series 3,Episode 3: Little polythene grief cave. (18 October 2016),Prize: Best battery-operated item.,Sara Pascoe,3
1265,60,Series 3,Episode 3: Little polythene grief cave. (18 October 2016),Fill an egg cup with your own sweat.,Al Murray,0
1266,61,Series 3,Episode 3: Little polythene grief cave. (18 October 2016),Fill an egg cup with your own sweat.,Dave Gorman,3
1267,62,Series 3,Episode 3: Little polythene grief cave. (18 October 2016),Fill an egg cup with your own sweat.,Paul Chowdhry,5
1268,63,Series 3,Episode 3: Little polythene grief cave. (18 October 2016),Fill an egg cup with your own sweat.,Rob Beckett,2
1269,64,Series 3,Episode 3: Little polythene grief cave. (18 October 2016),Fill an egg cup with your own sweat.,Sara Pascoe,4
1270,65,Series 3,Episode 3: Little polythene grief cave. (18 October 2016),Make the best domino rally.,Al Murray,1
1271,66,Series 3,Episode 3: Little polythene grief cave. (18 October 2016),Make the best domino rally.,Dave Gorman,4
1272,67,Series 3,Episode 3: Little polythene grief cave. (18 October 2016),Make the best domino rally.,Paul Chowdhry,5
1273,68,Series 3,Episode 3: Little polythene grief cave. (18 October 2016),Make the best domino rally.,Rob Beckett,3
1274,69,Series 3,Episode 3: Little polythene grief cave. (18 October 2016),Make the best domino rally.,Sara Pascoe,1
1275,70,Series 3,Episode 3: Little polythene grief cave. (18 October 2016),Buy a gift for the Taskmaster with £20.,Al Murray,3
1276,71,Series 3,Episode 3: Little polythene grief cave. (18 October 2016),Buy a gift for the Taskmaster with £20.,Dave Gorman,5
1277,72,Series 3,Episode 3: Little polythene grief cave. (18 October 2016),Buy a gift for the Taskmaster with £20.,Paul Chowdhry,2
1278,73,Series 3,Episode 3: Little polythene grief cave. (18 October 2016),Buy a gift for the Taskmaster with £20.,Rob Beckett,4
1279,74,Series 3,Episode 3: Little polythene grief cave. (18 October 2016),Buy a gift for the Taskmaster with £20.,Sara Pascoe,1
1280,75,Series 3,Episode 3: Little polythene grief cave. (18 October 2016),Create the best flag meal.,Al Murray,2
1281,76,Series 3,Episode 3: Little polythene grief cave. (18 October 2016),Create the best flag meal.,Dave Gorman,5
1282,77,Series 3,Episode 3: Little polythene grief cave. (18 October 2016),Create the best flag meal.,Paul Chowdhry,4
1283,78,Series 3,Episode 3: Little polythene grief cave. (18 October 2016),Create the best flag meal.,Rob Beckett,1
1284,79,Series 3,Episode 3: Little polythene grief cave. (18 October 2016),Create the best flag meal.,Sara Pascoe,3
1285,80,Series 3,Episode 3: Little polythene grief cave. (18 October 2016),Live: Anchor these balloons using only bread.,Al Murray,1
1286,81,Series 3,Episode 3: Little polythene grief cave. (18 October 2016),Live: Anchor these balloons using only bread.,Dave Gorman,3
1287,82,Series 3,Episode 3: Little polythene grief cave. (18 October 2016),Live: Anchor these balloons using only bread.,Paul Chowdhry,2
1288,83,Series 3,Episode 3: Little polythene grief cave. (18 October 2016),Live: Anchor these balloons using only bread.,Rob Beckett,4
1289,84,Series 3,Episode 3: Little polythene grief cave. (18 October 2016),Live: Anchor these balloons using only bread.,Sara Pascoe,5
1290,85,Series 3,Episode 4: A very nuanced character. (25 October 2016),Prize: Shiniest thing.,Al Murray,1
1291,86,Series 3,Episode 4: A very nuanced character. (25 October 2016),Prize: Shiniest thing.,Dave Gorman,3
1292,87,Series 3,Episode 4: A very nuanced character. (25 October 2016),Prize: Shiniest thing.,Paul Chowdhry,5
1293,88,Series 3,Episode 4: A very nuanced character. (25 October 2016),Prize: Shiniest thing.,Rob Beckett,2
1294,89,Series 3,Episode 4: A very nuanced character. (25 October 2016),Prize: Shiniest thing.,Sara Pascoe,4
1295,90,Series 3,Episode 4: A very nuanced character. (25 October 2016),Spread your clothes as far and wide as possible.,Al Murray,5
1296,91,Series 3,Episode 4: A very nuanced character. (25 October 2016),Spread your clothes as far and wide as possible.,Dave Gorman,3
1297,92,Series 3,Episode 4: A very nuanced character. (25 October 2016),Spread your clothes as far and wide as possible.,Paul Chowdhry,1
1298,93,Series 3,Episode 4: A very nuanced character. (25 October 2016),Spread your clothes as far and wide as possible.,Rob Beckett,4
1299,94,Series 3,Episode 4: A very nuanced character. (25 October 2016),Spread your clothes as far and wide as possible.,Sara Pascoe,2
1300,95,Series 3,Episode 4: A very nuanced character. (25 October 2016),"Find out what this gentleman did for a living, but he could only reply falsely.",Al Murray,5
1301,96,Series 3,Episode 4: A very nuanced character. (25 October 2016),"Find out what this gentleman did for a living, but he could only reply falsely.",Dave Gorman,4
1302,97,Series 3,Episode 4: A very nuanced character. (25 October 2016),"Find out what this gentleman did for a living, but he could only reply falsely.",Paul Chowdhry,1
1303,98,Series 3,Episode 4: A very nuanced character. (25 October 2016),"Find out what this gentleman did for a living, but he could only reply falsely.",Rob Beckett,2
1304,99,Series 3,Episode 4: A very nuanced character. (25 October 2016),"Find out what this gentleman did for a living, but he could only reply falsely.",Sara Pascoe,3
1305,100,Series 3,Episode 4: A very nuanced character. (25 October 2016),Team: Make the most special effect.,Al Murray,3
1306,101,Series 3,Episode 4: A very nuanced character. (25 October 2016),Team: Make the most special effect.,Dave Gorman,3
1307,102,Series 3,Episode 4: A very nuanced character. (25 October 2016),Team: Make the most special effect.,Paul Chowdhry,3
1308,103,Series 3,Episode 4: A very nuanced character. (25 October 2016),Team: Make the most special effect.,Rob Beckett,2
1309,104,Series 3,Episode 4: A very nuanced character. (25 October 2016),Team: Make the most special effect.,Sara Pascoe,2
1310,105,Series 3,Episode 4: A very nuanced character. (25 October 2016),"Live: Wearing a blindfold, cover yourself in sticky notes.",Al Murray,2
1311,106,Series 3,Episode 4: A very nuanced character. (25 October 2016),"Live: Wearing a blindfold, cover yourself in sticky notes.",Dave Gorman,4
1312,107,Series 3,Episode 4: A very nuanced character. (25 October 2016),"Live: Wearing a blindfold, cover yourself in sticky notes.",Paul Chowdhry,1
1313,108,Series 3,Episode 4: A very nuanced character. (25 October 2016),"Live: Wearing a blindfold, cover yourself in sticky notes.",Rob Beckett,5
1314,109,Series 3,Episode 4: A very nuanced character. (25 October 2016),"Live: Wearing a blindfold, cover yourself in sticky notes.",Sara Pascoe,3
1315,110,Series 3,Episode 4: A very nuanced character. (25 October 2016),Have the most fun on a bouncy castle for one hour.,Al Murray,0
1316,111,Series 3,Episode 4: A very nuanced character. (25 October 2016),Have the most fun on a bouncy castle for one hour.,Dave Gorman,0
1317,112,Series 3,Episode 4: A very nuanced character. (25 October 2016),Have the most fun on a bouncy castle for one hour.,Paul Chowdhry,0
1318,113,Series 3,Episode 4: A very nuanced character. (25 October 2016),Have the most fun on a bouncy castle for one hour.,Rob Beckett,0
1319,114,Series 3,Episode 4: A very nuanced character. (25 October 2016),Have the most fun on a bouncy castle for one hour.,Sara Pascoe,0
1320,115,Series 3,Episode 5: The F.I.P. (1 November 2016),Prize: Most handsome relative.,Al Murray,4
1321,116,Series 3,Episode 5: The F.I.P. (1 November 2016),Prize: Most handsome relative.,Dave Gorman,5
1322,117,Series 3,Episode 5: The F.I.P. (1 November 2016),Prize: Most handsome relative.,Paul Chowdhry,1
